Time(ms),Temp(C),Pressure(hPa),Alt(m),FiltAlt(m),AccX(g),AccY(g),AccZ(g),GyroX(deg/s),GyroY(deg/s),GyroZ(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),LM35Temp(C)
48666,19.59,1040.30,667.36,667.38,0.08,0.00,1.03,7.43,46.36,6.22,9.06,-103.81,-67.69,20.51
48697,19.59,1040.31,667.31,667.37,0.04,-0.01,1.06,6.03,59.20,0.20,9.10,-101.68,-67.68,21.00
48729,19.59,1040.31,667.31,667.36,0.01,-0.00,1.08,4.20,67.36,-6.82,9.09,-99.24,-67.90,21.00
48761,19.59,1040.31,667.31,667.35,-0.02,0.01,1.08,4.03,74.40,-5.14,9.09,-96.60,-68.07,20.02
48794,19.59,1040.31,667.33,667.35,-0.05,0.01,1.10,4.39,84.23,0.72,9.11,-93.59,-68.04,21.48
48825,19.59,1040.31,667.33,667.34,-0.08,-0.00,1.11,3.31,95.01,-0.30,9.07,-90.44,-68.05,20.51
48857,19.59,1040.31,667.33,667.34,-0.09,0.00,1.11,0.35,104.46,-5.32,8.95,-86.95,-68.22,20.51
48889,19.59,1040.28,667.57,667.39,-0.12,0.01,1.13,-1.39,108.02,-5.23,8.79,-83.40,-68.39,21.48
48920,19.59,1040.28,667.57,667.42,-0.11,0.02,1.13,-1.82,105.58,0.06,8.63,-80.11,-68.39,21.48
48953,19.59,1040.28,667.57,667.45,-0.11,0.01,1.12,-2.52,101.64,2.71,8.43,-76.80,-68.30,21.00
48985,19.59,1040.30,667.37,667.44,-0.11,0.00,1.12,-4.48,99.20,-0.20,8.17,-73.74,-68.31,20.51
49017,19.59,1040.30,667.37,667.42,-0.08,0.00,1.12,-5.16,97.59,-1.19,7.90,-70.81,-68.34,20.51
49048,19.59,1040.30,667.37,667.41,-0.06,0.02,1.10,-4.35,92.57,2.51,7.67,-68.22,-68.27,21.00
49079,19.59,1040.31,667.33,667.39,-0.04,0.01,1.09,-3.03,83.44,4.98,7.49,-65.97,-68.11,21.00
49111,19.59,1040.31,667.33,667.38,-0.01,-0.00,1.09,-2.69,69.04,1.93,7.30,-64.17,-68.05,21.00
49145,19.59,1040.31,667.33,667.37,0.03,-0.00,1.08,-2.02,52.69,-2.99,7.13,-62.86,-68.15,20.51
49176,19.59,1040.29,667.47,667.39,0.05,0.00,1.06,1.22,38.17,-2.27,7.07,-62.19,-68.22,20.51
49207,19.59,1040.29,667.47,667.41,0.07,-0.00,1.06,5.14,26.02,-1.66,7.13,-61.92,-68.27,21.00
49239,19.59,1040.29,667.47,667.42,0.09,-0.01,1.05,7.92,13.39,-3.26,7.27,-62.05,-68.38,21.00
49271,19.59,1040.27,667.58,667.45,0.07,-0.01,1.05,8.88,-1.92,-6.94,7.45,-62.64,-68.60,21.00
49304,19.59,1040.27,667.58,667.48,0.07,-0.00,1.06,9.45,-21.87,-8.16,7.65,-63.87,-68.87,20.51
49335,19.59,1040.27,667.58,667.50,0.05,0.01,1.07,10.24,-43.05,-5.23,7.86,-65.65,-69.03,21.00
49367,19.59,1040.29,667.43,667.49,0.04,0.00,1.07,10.58,-60.06,-4.21,8.09,-67.95,-69.17,20.02
49399,19.59,1040.29,667.43,667.47,0.00,-0.01,1.08,9.68,-69.46,-7.10,8.27,-70.47,-69.39,21.00
49431,19.59,1040.29,667.43,667.47,-0.02,0.00,1.07,9.97,-74.06,-9.74,8.47,-73.05,-69.71,21.48
49462,19.59,1040.29,667.43,667.46,-0.04,0.01,1.10,12.06,-79.74,-7.71,8.72,-75.67,-69.94,20.51
49496,19.59,1040.29,667.43,667.45,-0.07,0.00,1.11,14.10,-90.25,-4.76,9.07,-78.78,-70.11,21.00
49528,19.59,1040.29,667.43,667.45,-0.12,0.01,1.12,14.39,-102.42,-6.58,9.40,-81.99,-70.32,21.00
49559,19.59,1040.29,667.43,667.44,-0.10,0.02,1.12,14.45,-110.70,-7.75,9.71,-85.30,-70.56,21.48
49590,19.59,1040.32,667.20,667.39,-0.11,0.02,1.11,15.57,-109.98,-1.94,10.06,-88.52,-70.62,21.48
49622,19.59,1040.32,667.20,667.36,-0.09,0.02,1.11,15.17,-102.44,4.25,10.40,-91.56,-70.48,20.02
49656,19.59,1040.32,667.23,667.33,-0.09,0.01,1.11,10.70,-93.89,2.19,10.60,-94.46,-70.41,21.00
49687,19.59,1040.32,667.23,667.31,-0.09,0.01,1.11,6.00,-90.93,0.16,10.64,-96.95,-70.40,20.02
49718,19.59,1040.32,667.23,667.30,-0.06,0.02,1.10,3.05,-89.08,4.95,10.58,-99.34,-70.25,20.02
49750,19.59,1040.32,667.23,667.28,-0.04,0.02,1.09,0.93,-83.86,12.43,10.47,-101.64,-69.85,21.00
49781,19.59,1040.32,667.22,667.27,-0.00,0.01,1.06,-2.52,-73.40,12.25,10.24,-103.53,-69.47,20.51
49815,19.59,1040.32,667.22,667.26,0.04,-0.00,1.05,-5.99,-57.11,6.35,9.87,-105.11,-69.25,21.48
49846,19.59,1040.32,667.22,667.25,0.06,-0.00,1.04,-6.51,-39.55,4.34,9.53,-105.97,-69.12,21.48
49878,19.59,1040.31,667.31,667.26,0.09,-0.01,1.02,-4.58,-24.82,6.26,9.23,-106.43,-68.92,21.48
49909,19.59,1040.31,667.31,667.27,0.10,-0.00,1.02,-1.68,-13.74,7.15,9.04,-106.52,-68.70,21.00
49940,19.59,1040.31,667.31,667.28,0.10,-0.02,1.03,0.45,-4.27,3.06,8.90,-106.33,-68.60,20.02
49972,19.59,1040.31,667.29,667.28,0.10,-0.01,1.03,2.88,8.19,-1.43,8.85,-105.76,-68.64,21.48
50006,19.59,1040.31,667.29,667.28,0.09,-0.00,1.02,7.39,25.49,-2.20,8.96,-104.58,-68.72,21.00
50037,19.59,1040.31,667.29,667.28,0.08,-0.00,1.02,11.29,44.86,0.16,9.17,-102.91,-68.71,20.51
50068,19.59,1040.29,667.48,667.32,0.04,-0.01,1.05,12.58,60.20,-3.69,9.42,-100.70,-68.83,21.48
50100,19.59,1040.29,667.48,667.35,0.01,-0.00,1.07,10.93,67.97,-11.60,9.61,-98.33,-69.19,21.00
50132,19.59,1040.29,667.48,667.38,-0.02,0.01,1.09,9.43,71.62,-12.10,9.77,-95.79,-69.58,20.51
50165,19.59,1040.31,667.31,667.37,-0.04,0.01,1.08,8.82,77.03,-4.84,9.92,-93.04,-69.74,21.00
50196,19.59,1040.31,667.31,667.35,-0.06,0.01,1.09,6.21,86.36,-5.11,9.97,-90.10,-69.90,21.00
50228,19.59,1040.31,667.31,667.35,-0.09,0.01,1.12,0.45,96.65,-11.37,9.85,-86.96,-70.25,20.51
50260,19.59,1040.28,667.53,667.38,-0.08,0.02,1.11,-3.39,101.64,-11.05,9.61,-83.65,-70.61,21.00
50291,19.59,1040.28,667.53,667.41,-0.11,0.02,1.13,-5.00,101.85,-3.84,9.34,-80.46,-70.73,21.00
50322,19.59,1040.28,667.53,667.44,-0.10,0.01,1.13,-6.57,98.31,0.23,9.01,-77.46,-70.72,21.00
50356,19.59,1040.31,667.28,667.41,-0.09,0.01,1.12,-10.17,92.94,-2.85,8.55,-74.42,-70.82,21.00
50388,19.59,1040.31,667.28,667.38,-0.08,0.01,1.11,-11.79,90.23,-3.78,8.07,-71.72,-70.94,20.51
50419,19.59,1040.31,667.28,667.36,-0.04,0.01,1.09,-11.61,87.36,1.13,7.61,-69.28,-70.90,20.02
50450,19.59,1040.28,667.57,667.40,-0.04,0.01,1.10,-10.54,79.78,5.06,7.19,-67.13,-70.75,20.51
50482,19.59,1040.28,667.57,667.44,-0.00,0.00,1.09,-10.58,66.36,2.72,6.77,-65.40,-70.66,21.48
50516,19.59,1040.28,667.57,667.46,0.02,-0.00,1.07,-8.38,49.09,1.26,6.40,-64.17,-70.62,20.02
50547,19.59,1040.31,667.24,667.42,0.05,-0.00,1.07,-3.41,35.29,2.95,6.21,-63.56,-70.53,21.00
50578,19.59,1040.31,667.24,667.38,0.07,-0.01,1.05,2.15,22.86,2.43,6.18,-63.37,-70.45,21.00
50610,19.59,1040.31,667.24,667.36,0.07,-0.01,1.06,6.45,10.94,-3.11,6.29,-63.53,-70.55,20.51
50642,19.59,1040.31,667.29,667.34,0.07,-0.01,1.05,10.26,-3.45,-7.90,6.53,-64.14,-70.80,21.00
50673,19.59,1040.31,667.29,667.33,0.07,0.01,1.06,14.58,-21.58,-5.58,6.89,-65.28,-70.98,20.02
50703,19.59,1040.31,667.29,667.32,0.05,0.01,1.06,17.51,-40.67,-1.36,7.33,-66.92,-71.02,20.51
50735,19.59,1040.29,667.41,667.34,0.04,-0.00,1.06,18.23,-57.43,-1.61,7.80,-69.12,-71.07,21.48
50767,19.59,1040.29,667.41,667.36,0.00,-0.01,1.08,16.88,-67.58,-8.32,8.21,-71.55,-71.33,21.00
50798,19.59,1040.29,667.41,667.37,-0.00,0.01,1.07,16.49,-71.63,-11.46,8.60,-73.99,-71.69,21.48
50829,19.59,1040.30,667.37,667.37,-0.03,0.01,1.08,18.87,-75.69,-5.98,9.07,-76.47,-71.87,20.02
50863,19.59,1040.30,667.37,667.37,-0.08,0.01,1.11,20.49,-85.09,-1.26,9.62,-79.39,-71.92,20.51
50895,19.59,1040.30,667.37,667.37,-0.09,-0.00,1.12,18.81,-96.80,-4.70,10.07,-82.44,-72.07,21.48
50926,19.59,1040.30,667.40,667.37,-0.10,0.02,1.12,16.76,-104.44,-4.13,10.44,-85.55,-72.20,21.00
50957,19.59,1040.30,667.40,667.38,-0.10,0.02,1.10,15.08,-104.33,3.67,10.76,-88.60,-72.08,20.51
50990,19.59,1040.30,667.40,667.38,-0.10,0.02,1.11,11.39,-97.78,7.84,10.98,-91.58,-71.82,21.00
51024,19.59,1040.30,667.36,667.38,-0.09,0.01,1.10,4.13,-88.91,5.44,10.95,-94.31,-71.64,20.51
51055,19.59,1040.30,667.36,667.38,-0.06,0.02,1.10,-1.94,-84.48,4.49,10.74,-96.62,-71.50,21.00
51086,19.59,1040.30,667.36,667.37,-0.04,0.02,1.09,-5.07,-82.09,10.98,10.44,-98.83,-71.16,20.51
51118,19.59,1040.31,667.33,667.36,-0.03,0.00,1.08,-7.29,-78.67,14.63,10.06,-100.99,-70.69,21.00
51150,19.59,1040.31,667.33,667.36,0.01,-0.01,1.06,-10.09,-70.16,8.84,9.58,-102.88,-70.41,21.48
51181,19.59,1040.31,667.33,667.35,0.03,-0.00,1.04,-11.04,-55.32,2.35,9.10,-104.23,-70.34,20.51
51214,19.59,1040.31,667.31,667.34,0.07,0.00,1.04,-7.15,-37.25,3.22,8.73,-105.13,-70.23,21.48
51246,19.59,1040.31,667.31,667.34,0.08,-0.00,1.03,-2.37,-22.76,6.37,8.53,-105.53,-70.03,20.51
51278,19.59,1040.31,667.31,667.33,0.09,-0.01,1.03,0.76,-13.03,2.64,8.42,-105.62,-69.94,21.00
51309,19.59,1040.30,667.36,667.34,0.09,-0.01,1.04,3.20,-4.61,-4.53,8.38,-105.43,-70.08,20.51
51340,19.59,1040.30,667.36,667.34,0.10,-0.00,1.02,7.16,7.67,-6.65,8.47,-104.90,-70.29,21.00
51374,19.59,1040.30,667.36,667.34,0.09,-0.00,1.02,12.35,25.15,-5.28,8.76,-103.76,-70.47,21.48
51406,19.59,1040.31,667.28,667.33,0.06,-0.00,1.04,14.87,41.78,-7.28,9.09,-102.13,-70.70,21.48
51437,19.59,1040.31,667.28,667.32,0.04,-0.00,1.05,15.02,56.17,-10.41,9.41,-100.12,-71.02,21.48
51468,19.59,1040.31,667.28,667.31,0.03,0.00,1.07,13.57,65.58,-12.15,9.69,-97.85,-71.40,21.00
51500,19.59,1040.29,667.42,667.34,0.01,0.01,1.08,11.37,71.53,-10.61,9.91,-95.36,-71.74,21.00
51534,19.59,1040.29,667.42,667.35,-0.03,0.01,1.09,6.33,77.35,-10.88,9.98,-92.53,-72.11,21.00
51565,19.59,1040.29,667.42,667.37,-0.08,0.01,1.11,0.85,84.89,-12.91,9.87,-89.71,-72.51,20.51
51596,19.59,1040.31,667.29,667.35,-0.07,0.02,1.09,-2.68,93.20,-7.51,9.66,-86.71,-72.74,21.00
51628,19.59,1040.31,667.29,667.34,-0.08,0.02,1.12,-4.98,100.07,0.17,9.37,-83.46,-72.74,21.00
51660,19.59,1040.31,667.29,667.33,-0.08,0.01,1.12,-8.86,98.86,-0.35,8.96,-80.30,-72.75,20.51
51691,19.59,1040.28,667.57,667.38,-0.09,0.00,1.11,-13.93,92.77,-5.77,8.39,-77.38,-72.93,20.51
51725,19.59,1040.28,667.57,667.42,-0.09,0.02,1.11,-16.03,86.04,-3.22,7.77,-74.66,-73.04,20.51
51757,19.59,1040.28,667.57,667.45,-0.06,0.02,1.10,-14.51,84.54,6.86,7.23,-72.14,-72.82,20.51
51897,19.59,1040.33,667.14,667.39,0.04,0.00,1.08,-1.91,37.15,11.62,6.87,-67.34,-71.19,21.00
51929,19.59,1040.33,667.14,667.34,0.05,-0.02,1.07,4.62,23.18,9.41,6.91,-67.01,-70.89,20.02
51961,19.59,1040.33,667.14,667.30,0.05,-0.02,1.06,8.09,11.62,-3.42,7.05,-67.06,-71.00,21.00
51994,19.60,1040.27,667.59,667.36,0.06,-0.00,1.06,13.00,1.49,-9.75,7.37,-67.44,-71.32,21.00
52025,19.60,1040.27,667.59,667.41,0.08,0.01,1.06,19.83,-10.97,-2.81,7.89,-68.20,-71.41,21.00
52057,19.60,1040.27,667.59,667.44,0.05,-0.00,1.07,23.14,-29.16,2.39,8.50,-69.50,-71.33,21.00
52089,19.59,1040.29,667.45,667.44,0.03,-0.01,1.08,21.75,-49.41,-2.99,9.04,-71.39,-71.43,21.48
52120,19.59,1040.29,667.45,667.45,0.01,-0.01,1.07,18.85,-62.56,-11.00,9.48,-73.57,-71.77,20.51
52151,19.59,1040.29,667.45,667.45,0.01,0.01,1.08,18.91,-68.77,-9.43,9.92,-75.89,-72.06,20.51
52185,19.60,1040.29,667.44,667.45,-0.03,0.01,1.08,20.67,-72.25,-0.74,10.47,-78.45,-72.09,21.48
52217,19.60,1040.29,667.44,667.44,-0.06,0.00,1.10,19.29,-77.72,0.29,10.91,-80.95,-72.08,21.48
52248,19.60,1040.29,667.44,667.44,-0.06,0.00,1.09,15.97,-86.12,-4.99,11.23,-83.58,-72.23,20.51
52279,19.59,1040.28,667.52,667.46,-0.09,0.02,1.11,13.16,-95.41,-5.16,11.47,-86.41,-72.39,20.02
52311,19.59,1040.28,667.52,667.47,-0.08,0.02,1.11,10.87,-99.86,1.35,11.65,-89.42,-72.35,20.51
52345,19.59,1040.28,667.52,667.48,-0.08,0.02,1.10,7.26,-96.48,8.57,11.73,-92.46,-72.06,20.51
52376,19.59,1040.31,667.30,667.44,-0.07,0.01,1.10,1.63,-88.09,8.11,11.60,-94.91,-71.81,21.00
52407,19.59,1040.31,667.30,667.41,-0.06,0.01,1.10,-4.60,-81.16,4.61,11.29,-97.11,-71.66,20.51
52439,19.59,1040.31,667.30,667.39,-0.06,0.01,1.09,-7.97,-77.95,5.65,10.87,-99.24,-71.48,20.51
52471,19.59,1040.29,667.49,667.41,-0.04,0.01,1.09,-9.13,-76.58,9.58,10.42,-101.32,-71.18,20.02
52503,19.59,1040.29,667.49,667.43,0.00,-0.00,1.07,-9.42,-70.68,8.45,9.97,-103.20,-70.91,21.48
52536,19.59,1040.29,667.49,667.44,0.05,-0.01,1.05,-8.80,-56.79,2.71,9.52,-104.72,-70.82,21.48
52568,19.59,1040.29,667.44,667.44,0.05,-0.00,1.03,-5.85,-39.48,-1.34,9.19,-105.62,-70.86,21.00
52600,19.59,1040.29,667.44,667.44,0.07,-0.01,1.05,-1.53,-24.58,-1.83,9.00,-106.05,-70.92,21.48
52631,19.59,1040.29,667.44,667.44,0.09,-0.01,1.02,2.73,-14.65,-1.71,8.94,-106.17,-70.97,21.00
52662,19.59,1040.30,667.38,667.43,0.09,-0.01,1.03,6.18,-6.90,-4.07,8.99,-106.05,-71.10,21.48
52696,19.59,1040.30,667.38,667.42,0.08,-0.01,1.05,8.52,3.42,-8.94,9.13,-105.59,-71.40,20.51
52728,19.59,1040.30,667.38,667.41,0.08,-0.00,1.03,11.14,17.88,-9.45,9.34,-104.71,-71.70,21.48
52759,19.59,1040.31,667.26,667.38,0.08,0.00,1.03,13.17,35.61,-7.97,9.61,-103.31,-71.95,20.51
52790,19.59,1040.31,667.26,667.36,0.06,0.01,1.05,13.36,53.58,-6.30,9.87,-101.38,-72.15,21.48
52822,19.59,1040.31,667.26,667.34,0.01,-0.00,1.07,9.57,63.96,-11.08,10.02,-99.06,-72.50,20.51
52856,19.59,1040.27,667.58,667.39,-0.01,0.01,1.09,3.80,66.97,-15.42,10.00,-96.53,-73.02,20.02
52887,19.59,1040.27,667.58,667.42,-0.03,0.02,1.08,1.31,68.52,-7.69,9.91,-94.18,-73.26,21.00
52918,19.59,1040.27,667.58,667.45,-0.04,0.02,1.10,-0.37,75.10,1.22,9.77,-91.66,-73.22,21.00
52950,19.59,1040.29,667.43,667.45,-0.05,0.00,1.10,-4.23,84.04,-1.07,9.50,-88.83,-73.26,21.00
52981,19.59,1040.29,667.43,667.45,-0.07,0.01,1.11,-9.74,90.28,-8.79,9.07,-85.94,-73.53,20.51
53012,19.59,1040.29,667.43,667.44,-0.07,0.02,1.11,-11.47,89.96,-4.07,8.60,-83.02,-73.66,20.02
53046,19.59,1040.29,667.45,667.44,-0.04,0.01,1.11,-9.79,82.92,9.68,8.17,-80.32,-73.34,21.00
53078,19.59,1040.29,667.45,667.45,-0.15,0.02,1.16,-11.80,75.88,9.91,7.70,-77.88,-73.02,21.00
53109,19.59,1040.29,667.45,667.45,-0.01,-0.01,1.08,-14.48,70.40,1.94,7.14,-75.87,-72.96,21.48
53140,19.59,1040.29,667.45,667.45,-0.09,0.02,1.12,-14.46,69.35,0.75,6.61,-73.78,-72.94,21.48
53172,19.59,1040.31,667.32,667.42,-0.02,0.02,1.09,-9.47,73.26,11.21,6.26,-71.75,-72.59,21.00
53206,19.59,1040.31,667.32,667.40,0.01,-0.01,1.08,-2.86,71.21,18.14,6.08,-69.65,-71.98,20.02
53237,19.59,1040.31,667.32,667.38,-0.01,-0.02,1.10,-0.54,58.78,6.97,5.97,-68.15,-71.76,21.48
53268,19.59,1040.29,667.45,667.40,0.04,-0.02,1.08,2.76,37.71,-3.89,5.96,-67.35,-71.88,21.00
53300,19.59,1040.29,667.45,667.41,0.06,0.00,1.06,10.65,17.55,1.00,6.22,-67.23,-71.85,21.00
53332,19.59,1040.29,667.45,667.41,0.07,-0.01,1.05,18.62,2.57,8.63,6.72,-67.57,-71.58,21.48
53363,19.59,1040.32,667.23,667.38,0.07,-0.03,1.05,19.97,-7.35,1.04,7.21,-68.21,-71.55,21.00
53396,19.59,1040.32,667.23,667.35,0.05,-0.01,1.05,17.62,-17.12,-12.94,7.69,-69.16,-71.99,21.00
53428,19.59,1040.32,667.23,667.32,0.04,0.01,1.06,17.92,-27.89,-9.25,8.14,-70.36,-72.27,20.51
53460,19.59,1040.28,667.57,667.37,0.03,0.01,1.06,19.05,-42.10,2.40,8.63,-72.00,-72.20,20.51
53491,19.59,1040.28,667.57,667.41,0.01,-0.01,1.07,16.41,-54.87,0.75,8.99,-73.94,-72.17,21.48
53522,19.59,1040.28,667.57,667.44,-0.01,-0.01,1.09,10.96,-64.73,-10.94,9.18,-76.11,-72.51,21.48
53556,19.59,1040.28,667.56,667.47,-0.03,0.02,1.09,9.71,-71.38,-10.84,9.39,-78.63,-72.88,20.51
53588,19.59,1040.28,667.56,667.48,-0.03,0.02,1.09,11.94,-74.15,4.42,9.64,-81.04,-72.74,21.00
53619,19.59,1040.28,667.56,667.50,-0.05,-0.00,1.10,10.65,-76.93,8.43,9.82,-83.40,-72.48,21.48
53650,19.59,1040.33,667.11,667.42,-0.07,-0.01,1.11,4.79,-83.00,-4.53,9.81,-85.88,-72.62,20.51
53682,19.59,1040.33,667.11,667.36,-0.08,0.01,1.11,1.13,-88.33,-13.02,9.71,-88.55,-73.03,20.51
53714,19.59,1040.33,667.11,667.31,-0.06,0.03,1.09,2.87,-88.61,-1.40,9.68,-91.18,-73.08,21.48
53747,19.59,1040.31,667.28,667.30,-0.06,0.01,1.10,4.04,-84.62,11.01,9.68,-93.73,-72.72,21.48
53778,19.59,1040.31,667.28,667.30,-0.05,-0.01,1.09,-0.64,-79.67,2.14,9.50,-95.92,-72.65,21.48
53810,19.59,1040.31,667.28,667.30,-0.04,0.00,1.08,-6.08,-74.13,-11.55,9.17,-97.98,-73.02,21.00
53842,19.59,1040.30,667.34,667.30,-0.01,0.02,1.07,-4.77,-67.37,-5.40,8.91,-99.82,-73.19,20.51
53873,19.59,1040.30,667.34,667.31,0.02,0.02,1.06,-0.26,-58.62,8.68,8.79,-101.32,-72.92,21.48
53906,19.59,1040.30,667.34,667.32,0.03,-0.02,1.05,-0.57,-49.67,4.78,8.62,-102.63,-72.76,20.51
53938,19.59,1040.30,667.38,667.33,0.03,-0.01,1.06,-3.76,-39.93,-11.83,8.37,-103.56,-73.14,21.48
53970,19.59,1040.30,667.38,667.34,0.07,0.01,1.04,-1.41,-28.68,-11.46,8.21,-104.16,-73.51,21.00
54001,19.59,1040.30,667.38,667.35,0.08,0.02,1.04,5.13,-15.87,3.24,8.27,-104.34,-73.41,21.00
54032,19.59,1040.31,667.33,667.34,0.08,-0.01,1.02,8.09,-3.80,6.22,8.39,-104.16,-73.22,21.48
54066,19.59,1040.31,667.33,667.34,0.08,-0.02,1.03,5.63,7.59,-9.46,8.44,-103.61,-73.54,21.00
54098,19.59,1040.31,667.33,667.34,0.07,0.01,1.04,4.58,19.73,-16.33,8.47,-102.69,-74.06,21.00
54129,19.59,1040.31,667.28,667.33,0.06,0.02,1.04,7.66,32.26,-3.69,8.60,-101.42,-74.18,21.97
54160,19.59,1040.31,667.28,667.32,0.04,0.01,1.05,9.92,44.78,8.60,8.78,-99.77,-73.91,20.51
54192,19.59,1040.31,667.28,667.31,0.03,-0.02,1.06,4.79,54.65,0.71,8.78,-97.78,-73.89,20.51
54224,19.59,1040.33,667.10,667.27,0.00,0.00,1.07,-1.76,61.64,-12.20,8.60,-95.59,-74.28,21.00
54257,19.59,1040.33,667.10,667.23,-0.02,0.02,1.08,-2.25,66.89,-5.60,8.43,-93.19,-74.46,21.48
54288,19.59,1040.33,667.10,667.21,-0.03,0.02,1.09,1.03,72.40,9.96,8.36,-90.79,-74.15,21.00
54320,19.59,1040.31,667.31,667.23,-0.05,-0.01,1.09,-0.02,78.02,9.59,8.23,-88.17,-73.85,21.00
54352,19.59,1040.31,667.31,667.24,-0.06,-0.01,1.10,-5.80,82.19,-4.71,7.92,-85.47,-74.00,21.00
54383,19.59,1040.31,667.31,667.26,-0.07,0.02,1.11,-7.96,84.94,-6.91,7.59,-82.80,-74.21,21.48
54416,19.59,1040.33,667.17,667.24,-0.05,0.03,1.10,-4.64,83.55,8.84,7.36,-80.08,-73.92,20.02
54448,19.59,1040.33,667.17,667.22,-0.06,0.00,1.11,-2.68,79.79,17.12,7.18,-77.61,-73.37,21.00
54480,19.59,1040.33,667.17,667.21,-0.05,-0.01,1.10,-5.41,74.49,6.83,6.90,-75.37,-73.15,20.51
54511,19.59,1040.30,667.33,667.24,-0.03,-0.01,1.09,-8.40,68.69,-3.63,6.55,-73.44,-73.27,21.00
54542,19.59,1040.30,667.33,667.26,-0.02,0.02,1.09,-5.42,62.63,3.06,6.32,-71.74,-73.17,21.00
54574,19.59,1040.30,667.33,667.27,0.01,0.01,1.08,1.54,55.29,16.46,6.31,-70.28,-72.64,20.02
54608,19.59,1040.29,667.44,667.31,0.02,-0.02,1.07,3.74,44.36,9.33,6.33,-69.11,-72.33,20.51
54639,19.59,1040.29,667.44,667.33,0.04,-0.02,1.07,3.31,32.31,-6.59,6.34,-68.48,-72.53,21.48
54670,19.59,1040.29,667.44,667.35,0.05,-0.00,1.06,7.28,19.12,-7.97,6.48,-68.28,-72.78,20.51
54702,19.59,1040.30,667.38,667.36,0.06,0.00,1.07,13.84,6.42,1.55,6.83,-68.47,-72.73,20.51
54734,19.59,1040.30,667.38,667.36,0.05,-0.02,1.06,16.53,-6.22,2.20,7.24,-69.04,-72.66,20.51
54767,19.59,1040.30,667.38,667.37,0.05,-0.02,1.05,14.26,-18.44,-8.99,7.58,-70.00,-72.95,20.51
54798,19.59,1040.31,667.32,667.36,0.03,0.00,1.07,12.01,-30.45,-13.45,7.85,-71.26,-73.37,21.00
54830,19.59,1040.31,667.32,667.35,0.04,0.01,1.07,12.26,-42.44,-6.87,8.14,-72.90,-73.59,21.00
54862,19.59,1040.31,667.32,667.35,0.00,0.01,1.07,12.27,-52.44,-2.87,8.41,-74.79,-73.68,21.00
54893,19.59,1040.30,667.33,667.34,-0.01,-0.01,1.08,10.01,-60.59,-7.78,8.59,-76.82,-73.92,21.48
54924,19.59,1040.30,667.33,667.34,-0.02,0.01,1.09,8.36,-68.10,-11.72,8.73,-79.03,-74.29,20.51
54958,19.59,1040.30,667.33,667.34,-0.03,0.01,1.09,9.28,-74.30,-6.52,8.92,-81.58,-74.51,21.48
54990,19.59,1040.31,667.31,667.34,-0.05,0.01,1.11,10.41,-78.33,-1.78,9.12,-84.04,-74.57,20.02
55021,19.59,1040.31,667.31,667.33,-0.06,0.00,1.09,9.51,-80.44,-4.44,9.28,-86.44,-74.70,21.00
55052,19.59,1040.31,667.31,667.33,-0.06,0.01,1.10,7.26,-81.89,-9.14,9.37,-88.83,-74.99,21.00
55084,19.59,1040.32,667.22,667.31,-0.06,0.01,1.10,6.49,-80.97,-6.09,9.45,-91.23,-75.18,21.48
55118,19.59,1040.32,667.22,667.29,-0.04,0.01,1.09,5.68,-78.54,1.04,9.51,-93.67,-75.15,21.00
55149,19.59,1040.32,667.22,667.28,-0.04,0.01,1.09,2.91,-74.44,2.17,9.46,-95.71,-75.08,21.48
55180,19.58,1040.34,667.02,667.23,-0.02,0.00,1.09,-0.84,-69.43,-1.51,9.30,-97.58,-75.13,20.02
55212,19.58,1040.34,667.02,667.19,0.00,0.01,1.06,-2.45,-62.32,-1.55,9.09,-99.28,-75.18,20.02
55244,19.58,1040.34,667.02,667.15,0.01,0.01,1.06,-2.19,-54.10,2.69,8.90,-100.70,-75.09,20.51
55275,19.59,1040.31,667.26,667.17,0.04,0.01,1.05,-1.59,-43.90,4.78,8.73,-101.80,-74.94,21.00
55309,19.59,1040.31,667.26,667.19,0.05,-0.00,1.04,-1.10,-33.52,2.32,8.57,-102.60,-74.86,20.51
55341,19.59,1040.31,667.26,667.21,0.06,0.00,1.04,-0.48,-23.14,-1.17,8.43,-103.03,-74.90,21.00
55373,19.59,1040.31,667.28,667.22,0.07,0.01,1.03,2.04,-12.62,-0.38,8.38,-103.14,-74.91,21.00
55405,19.59,1040.31,667.28,667.23,0.08,-0.00,1.03,5.16,-1.22,2.22,8.42,-102.89,-74.84,21.00
55436,19.59,1040.31,667.28,667.24,0.07,-0.01,1.04,7.32,10.78,1.41,8.52,-102.28,-74.80,20.51
55470,19.59,1040.31,667.27,667.25,0.07,-0.01,1.04,8.30,23.94,-2.09,8.67,-101.21,-74.87,20.51
55502,19.59,1040.31,667.27,667.25,0.05,0.01,1.05,9.20,35.46,-1.29,8.84,-99.82,-74.91,21.00
55533,19.59,1040.31,667.27,667.26,0.04,0.01,1.06,9.63,45.49,2.25,9.01,-98.18,-74.84,21.48
55564,19.59,1040.29,667.42,667.29,0.01,-0.00,1.06,7.36,52.66,-0.36,9.10,-96.32,-74.85,21.00
55596,19.59,1040.29,667.42,667.32,0.00,-0.00,1.07,4.03,58.55,-5.10,9.09,-94.26,-75.01,21.00
